|sequence|error|arcom_id|animaux|Paysage|ruralité|Danse|Saga|Mascotte|Famille|Recette|bonne humeur|enfants|parents|interpellation
13|Tandis que fruits et humains se prélassent sur la plage de l'île Oasis, le redoutable Chris Passion vient plomber l'ambiance en dérobant le frigo rempli de leurs boissons préférées. Tous se lancent à ses trousses.|False|7345|0.0203155055642128|0.0075614252127707005|0.013806730508804321|0.010311253368854523|0.006041995249688625|0.001347351586446166|0.002169214189052582|0.007455294486135244|0.02953033521771431|0.0024328879080712795|0.0006302491528913379|0.0015111807733774185
14|"Un artiste urbain du nom de McSteez dessine sur un calepin une grenouille. Celle-ci prend vie lorsque son créateur fait mine de tenir dans ses mains un écran transparent qu'il fait évoluer dans les rues de la ville. On voit ainsi l'animal s'emparer d'une canette de SEVEN UP qu'il s'apprête à ingurgiter mais il est aussitôt interrompu dans son élan par un oiseau qui lui ""pique"" la boisson. Le dessinateur se met alors à agiter l'écran factice et l'oiseau perd sa proie qui est aussitôt récupérée par l'étal d'un marchand. Malheureusement pour lui, un crocodile surgit et lui saute dessus afin de s'emparer à son tour de la canette. Celle-ci se retrouve dans les airs jusqu'à ce qu'elle atteigne la marche d'un escalier où se trouve le dessinateur qui s'empresse finalement de la boire."|False|6938|0.8527645468711853|0.007598825264722109|7.157862273743376e-05|0.003466139081865549|0.0009571790578775108|0.0030328347347676754|0.0009421943686902523|0.004406170919537544|0.002564174821600318|0.0015267027774825692|0.000532710924744606|0.0002534705854486674
15|Karlie Kloss a un quotidien très chargé et boit du LIPTON GREEN ICE TEA pour se ressourcer entre deux activités.|False|20654|0.0006352572818286717|0.0018076000269502401|0.0012814188376069069|0.006011129356920719|0.0035118183586746454|0.002773988526314497|0.0027882508002221584|0.011611425317823887|0.005431258585304022|0.0009843596490100026|0.0014000339433550835|0.0013558955397456884
16|Alternance de gros plans sur les bulles de FESTILLANT et de personnes heureuses qui fêtent une victoire ou célèbre tout simplement la vie.|False|14091|0.0006116335862316191|0.005916689522564411|0.0008261078037321568|0.0033089052885770798|0.0014302012277767062|0.0011470220051705837|0.0010110433213412762|0.0005112020880915225|0.030885813757777214|0.00028266047593206167|0.0003895531699527055|6.705649138893932e-05
17|Une jeune femme constate que son vol est en retard, mais au lieu de se morfondre, elle libère alors le volcan qui est en elle grâce à VOLVIC JUICY et part faire du shopping en duty free.|False|17059|0.0008919157553464174|0.0005075535736978054|0.0001361755857942626|0.005039544310420752|0.003374700201675296|0.0004938172060064971|0.00035065202973783016|0.001660013571381569|0.03275631368160248|0.0001244178129127249|0.00029666745103895664|0.00010139030200662091
18|En pleine nature, alors qu'une famille s'installe pour pique-niquer, le soleil intervient pour lui procurer une bouteille d'eau gazeuse VERNIERE.|False|17376|0.00060094433138147|0.03014068305492401|0.011940259486436844|0.0026093015912920237|0.0033493726514279842|0.0011993421940132976|0.012024547904729843|0.004160882439464331|0.002206760924309492|0.000997298862785101|0.0017948419554159045|9.157303429674357e-05
19|Une femme présente à une amie sa nouvelle eau minérale, ST-YORRE. Christophe Dominici intervient et confirme également qu'il consomme ST-YORRE après avoir fait du sport.|False|4301|0.00015407743921969086|0.0015427074395120144|0.007531183771789074|0.0181410051882267|0.017159780487418175|0.0003193433803971857|0.0037211959715932608|0.012568055652081966|0.0015823929570615292|0.00018995335267391056|0.0007844078354537487|0.00014822863158769906
20|Dans un parc, entourée de verdure, après avoir bu un PERRIER ENERGIZE, une jeune femme pleine de vitalité se met à danser de façon épileptique.|False|37363|0.0002817783388309181|0.012465057894587517|0.05650215968489647|0.5865458846092224|0.0030927243642508984|0.0014823053497821093|0.0006107098888605833|0.009746711701154709|0.41655033826828003|0.00014707513037137687|0.00033252278808504343|6.364734144881368e-05
21|Un jeune homme fait la queue sous un soleil de plomb pour pouvoir entrer dans un parc d'attractions. N'en pouvant plus, il secoue et boit en plusieurs gorgées une bouteille d'ORANGINA. A chaque gorgée, il se retrouvera dans des situations insolites, et souvent rafraîchissantes.|False|49941|0.003275251016020775|0.016435913741588593|0.013998420909047127|0.06031035631895065|0.02091672271490097|0.002559021580964327|0.0019959465134888887|0.00638183206319809|0.3012045919895172|0.010261916555464268|0.0009191589779220521|0.0003044025506824255
22|Au beau milieu d'un repas, l'estomac de Jean-Marc le contacte au téléphone et lui conseille de boire ST-YORRE afin d'avoir une bonne digestion. Jean-Marc et les convives s'exécutent et trinquent à la ST-YORRE.|False|41561|0.000511871709022671|0.0017669684020802379|0.01287270337343216|0.00938975065946579|0.005279996432363987|0.0019872095435857773|0.0160298403352499|0.09675697237253189|0.025470664724707603|0.0006055901176296175|0.002635550918057561|0.0001516340853413567
23|Des jeunes profitent d'une pause dejeuner sur un toit en buvant du FANTA.|False|44221|0.0006344289286062121|0.010820308700203896|0.005546235013753176|0.003973267041146755|0.0011127485195174813|0.0009960804600268602|0.0021294481121003628|0.005541052203625441|0.01084205973893404|0.011348946951329708|0.0007980919908732176|0.00011763316433643922
24|Sur des fonds d'écrans animés et colorés, présentation des diffférents jus de la marque CARAIBOS.|False|38874|0.059212420135736465|0.002236932283267379|0.0004228780744597316|0.0009316506329923868|0.0023987519089132547|0.002181676682084799|0.0008631327655166388|0.030338257551193237|0.01811705343425274|0.0027324322145432234|0.0002111480280291289|8.69848154252395e-05
25|CONTREX prend la parole en mettant en scène des personnes qui utilisent les bouteilles de CONTREX dans leur quotidien, comme haltère, pour caler des feuilles, comme coussin, comme poteau de foot ... L'accent est également mis sur l'importance des minéraux dans l'eau.|False|50593|4.428227475727908e-05|0.007587785366922617|0.2538689076900482|0.010467841289937496|0.02232133410871029|0.00021102253231219947|0.0028929668478667736|0.005730348639190197|0.00010713638766901568|0.00038209371268749237|0.00016661798872519284|5.89380542805884e-05
26|"Un artiste urbain du nom de McSteez dessine sur un calepin une grenouille. Celle-ci prend vie lorsque son créateur fait mine de tenir dans ses mains un écran transparent qu'il fait évoluer dans les rues de la ville. On voit ainsi l'animal s'emparer d'une canette de SEVEN UP qu'il s'apprête à ingurgiter mais il est aussitôt interrompu dans son élan par un oiseau qui lui ""pique"" la boisson. Le dessinateur se met alors à agiter l'écran factice et l'oiseau perd sa proie qui est aussitôt récupérée par l'étal d'un marchand. Malheureusement pour lui, un crocodile surgit et lui saute dessus afin de s'emparer à son tour de la canette. Celle-ci se retrouve dans les airs jusqu'à ce qu'elle atteigne la marche d'un escalier où se trouve le dessinateur qui s'empresse finalement de la boire."|False|6939|0.8527645468711853|0.007598825264722109|7.157862273743376e-05|0.003466139081865549|0.0009571790578775108|0.0030328347347676754|0.0009421943686902523|0.004406170919537544|0.002564174821600318|0.0015267027774825692|0.000532710924744606|0.0002534705854486674
27|Près d'une piscine, allongée sur un transat, une femme nous explique comment faire une bonne citronnade soi-même.|False|37245|0.00022458835155703127|0.0034891823306679726|0.005476448684930801|0.0021076349075883627|0.0010672783246263862|0.00039375401684083045|0.002914974233135581|0.05726619437336922|0.002848211443051696|0.0006187172257341444|0.00030200599576346576|6.15659446339123e-05
28|Dans le jardin d'une villa italienne, des amis partagent un repas convivial et boivent de la SAN PELLEGRINO.|False|45624|0.0001750801457092166|0.01396870519965887|0.016906967386603355|0.010967409238219261|0.0045385402627289295|0.000734559609554708|0.023945357650518417|0.019602607935667038|0.043699800968170166|0.00012007886107312515|0.0009177156025543809|8.974221418611705e-05
29|Devant leur grand-père, des soeurs jumelles lui demandent de choisir laquelle des deux est sa préférée. Interloquée, l'homme finit par leur répondre que sa préférée n'est autre que l'eau CRISTALINE.|False|32356|0.000505496805999428|0.0019527091644704342|0.0021936746779829264|0.0029001019429415464|0.0025309589691460133|0.0006407351465895772|0.020593365654349327|0.005360973067581654|0.0007168894517235458|0.009288930334150791|0.0030116159468889236|0.004301637876778841
30|Tandis que fruits et humains se prélassent sur la plage de l'île Oasis, le redoutable Chris Passion vient plomber l'ambiance en dérobant le frigo rempli de leurs boissons préférées. Tous se lancent à ses trousses.|False|7295|0.0203155055642128|0.0075614252127707005|0.013806730508804321|0.010311253368854523|0.006041995249688625|0.001347351586446166|0.002169214189052582|0.007455294486135244|0.02953033521771431|0.0024328879080712795|0.0006302491528913379|0.0015111807733774185
31|Des enfants très actifs sportivement boivent FRUIT SHOOT de TEISSEIRE.|False|4331|0.0029783707577735186|0.0027647484093904495|0.007482386194169521|0.0036770550068467855|0.005697603803128004|0.003491802606731653|0.006631477735936642|0.01737901009619236|0.018907980993390083|0.8031492829322815|0.002561388537287712|0.0001897052861750126
32|Un jeune homme fait la queue sous un soleil de plomb pour pouvoir entrer dans un parc d'attractions. N'en pouvant plus, il secoue et boit en plusieurs gorgées une bouteille d'ORANGINA. A chaque gorgée, il se retrouvera dans des situations insolites, et souvent rafraîchissantes.|False|38970|0.003275251016020775|0.016435913741588593|0.013998420909047127|0.06031035631895065|0.02091672271490097|0.002559021580964327|0.0019959465134888887|0.00638183206319809|0.3012045919895172|0.010261916555464268|0.0009191589779220521|0.0003044025506824255
33|Un super héros CAPRI-SUN nous présente le nouveau sirop CAPRI-SUN multivitaminé qui transforme l'eau en un CAPRI-SUN frais et vitaminé.|False|45354|0.01676424965262413|0.0017299230676144361|0.0008850492304190993|0.00901181623339653|0.005955756176263094|0.008433189243078232|0.0013076385948807001|0.09457650035619736|0.04761502146720886|0.06454450637102127|0.0012828863691538572|0.0010195198701694608
34|Un cultivateur, Eduardo, est fier de la qualité de ses oranges qu'il cultive pour les jus d'orange TROPICANA.|False|4718|8.634397090645507e-05|0.007008119486272335|0.07075035572052002|0.0010586396092548966|0.002745445119217038|0.0005552740185521543|0.0056854430586099625|0.012807496823370457|0.008801469579339027|0.00019050367700401694|0.0009595775045454502|0.00014517946692649275
35|Une bouteille d'ORANGINA ZERO décolle telle une fusée pour se retrouver dans l'espace, au-dessus de la planète Terre.|False|11558|0.00022958233603276312|0.0019563515670597553|0.00014847518468741328|0.013452963903546333|0.013424809090793133|0.0002599149302113801|0.00018320475646760315|0.004552170634269714|0.0029724494088441133|0.00018418673425912857|0.0004086800036020577|0.0002829854201991111
36|"Sous forme de dessin animé, deux termites ""sirotent"" un RED BULL avant de se lancer dans la sculpture d'une table en bois. Présentation du RED BULL sans sucre."|False|31010|0.6263824701309204|0.0016991812735795975|0.0014813527232035995|0.003494222415611148|0.005469462368637323|0.019144969061017036|0.00045702187344431877|0.005047480575740337|0.02220219373703003|0.0012392537901178002|0.000288086332147941|0.0005902388948015869
37|Luc Baeyens, Directeur Général CRISTALINE,  expose son engagement envers le recyclage du plastique et sa réutilisation dans la fabrication de nouvelles bouteilles.|False|36877|6.316098006209359e-05|0.0012046294286847115|0.0002249790559289977|0.003979898057878017|0.007789547089487314|0.0009944833582267165|0.0012147733941674232|0.0038230344653129578|0.00011017516226274893|0.00010898322943830863|0.00023481434618588537|0.0007575633353553712
38|Pierre Candela, Président sources ALMA pour CRISTALINE, nous remercie d'être fidèle à son eau de source qui a été lancée il y a 30 ans par son grand-père.|False|44476|0.0003886058402713388|0.0033641948830336332|0.0026893143076449633|0.0014229838270694017|0.001467271358706057|0.0003771223418880254|0.0023336613085120916|0.002434168476611376|0.0004912464646622539|0.0005265446961857378|0.0019451938569545746|0.0008779459749348462
39|Sur un ring installé en pleine rue se joue un match de catcheurs, suivi par des spectateurs.|False|31072|0.00014792763977311552|0.0034208111464977264|0.001262993784621358|0.010314987041056156|0.002791994484141469|0.0007841382757760584|0.0015518021536991|0.0007102351519279182|0.0004723911115434021|0.0005930880433879793|0.000714356079697609|0.0008602711604908109
40|A la façon d'un clip, des fruits entonnent un hymne en l'honneur de OASIS ZERO.|False|4748|0.005500315222889185|0.0014045025454834104|0.003464014269411564|0.00375861837528646|0.0027970019727945328|0.002147997496649623|0.0023436318151652813|0.000746015110053122|0.002691138768568635|0.0013411571271717548|0.0007728898781351745|0.0001545612030895427
41|Dans un supermarché, un salarié siffle la chanson CONTREX, tout en disposant des packs d'eau dans les rayons. Sur les plastiques de chaque pack sont inscrits avec humour les composants de l'eau.|False|34064|0.00017222102906089276|0.002505600918084383|0.0011240927269682288|0.025671834126114845|0.0025989143177866936|0.0012093631085008383|0.0010576858185231686|0.00937627349048853|0.5781748294830322|0.002888695802539587|0.0005836709751747549|0.0006969433161430061
42|Sous forme de dessin animé, un chien se retrouve au volant d'une fourgonnette de la fourrière municipale. Oreilles au vent,  il en profite pour boire une canette de RED BULL et ainsi narguer l'employé de la fourrière municipale qui court désespérément derrière le véhicule pour tenter de le capturer.|False|11165|0.9536282420158386|0.00016998648061417043|0.006844589486718178|0.00531702721491456|0.0016728651244193316|0.015481708571314812|0.0009239994105882943|0.0013413832057267427|0.03383301571011543|0.0014051508624106646|0.0006814775406382978|0.008155581541359425
43|Sur une plage, dans une paillotte où un barman sert un SWCHEPPES AGRUMES à une cliente, un singe chapardeur s'infiltre pour tenter de chiper les fruits ajouter à la boisson.|False|27198|0.07459219545125961|0.009983561001718044|0.005522324703633785|0.0038205874152481556|0.002882064785808325|0.007079137489199638|0.0017111795023083687|0.014688337221741676|0.006803861819207668|0.0010629502357915044|0.0006343956338241696|0.00024286033294629306
44|Une jeune femme bronze au bord de l'eau quand une vague lui arrive dessus.|False|6765|0.0011030371533706784|0.008237672969698906|0.001476392149925232|0.0033072049263864756|0.0031471452675759792|0.002682548016309738|0.0014555600937455893|0.0006745696882717311|0.0009660849464125931|0.00041569938184693456|0.0006425503524951637|0.00028211556491442025
45|Dans un supermarché, un salarié siffle la chanson CONTREX, tout en disposant des packs d'eau dans les rayons. Sur les plastiques de chaque pack sont inscrits avec humour les composants de l'eau.|False|27773|0.00017222102906089276|0.002505600918084383|0.0011240927269682288|0.025671834126114845|0.0025989143177866936|0.0012093631085008383|0.0010576858185231686|0.00937627349048853|0.5781748294830322|0.002888695802539587|0.0005836709751747549|0.0006969433161430061
46|Pierre Candela, président sources ALMA pour CRISTALINE, évoque les engagements de la marque quant à la proximité et au pouvoir d'achat de ses consommateurs.|False|44575|0.00030756767955608666|0.0007106050034053624|0.003586387727409601|0.0014725308865308762|0.0015873494558036327|0.0005711442208848894|0.0025522341020405293|0.001211922848597169|0.00021585387003142387|0.0005797299672849476|0.0011815100442618132|0.0006136114825494587
47|Des gens un peu perchés pensent accomplir de grandes choses pendant que d'autres les trouvent un peu idiots. Mais pour FANTA, ils apparaissent comme de véritables héros.|False|32692|0.0014255433343350887|0.0013533658348023891|0.002495158463716507|0.0056806388311088085|0.005977200344204903|0.001264515332877636|0.001938066678121686|0.001450626295991242|0.02052007056772709|0.0015291295712813735|0.0019770071376115084|0.002384710591286421
48|Une petite fille boit une gorgée de VOLVIC avant de s'endormir. Commencent alors deux monologues qui se croisent, l'un venant de la fillette qui nous fait part de ses frayeurs nocturnes, l'autre du volcan ancestral dont est issue l'eau. Les images alternent de l'un à l'autre jusqu'à se fusionner, le volcan donnant suffisamment de courage à la fillette pour qu'elle éteigne sereinement sa veilleuse.|False|24932|0.0003618680057115853|0.0014825183898210526|0.002406866755336523|0.00173791847191751|0.0024522272869944572|0.00041556477663107216|0.0019663728307932615|0.0025228955782949924|0.00037823873572051525|0.029377667233347893|0.000546288734767586|0.00014287074736785144
49|Gros plan sur une canette de SEVEN UP saveur Mojito qui sort de la glace, pour être versée dans un verre contenant déjà des tranches de citrons verts et jaunes.|False|11020|9.59092503762804e-05|0.00029807310784235597|0.0006359218969009817|0.0019273052457720041|0.0010322695598006248|0.0007458553300239146|0.00086283462587744|0.015087555162608624|0.0007716549444012344|0.0002692459966056049|0.0002873977355193347|0.0001620648254174739
50|Devant un décor dessiné sur un carton représentant une plage, des mains s'amusent avec des canettes SMILEY FRUITY comme des marionnettes.|False|17387|0.0746382474899292|0.03384660929441452|0.004510809667408466|0.0037666570860892534|0.0007224407745525241|0.018803587183356285|0.0026724468916654587|0.004319553729146719|0.021635305136442184|0.017353659495711327|0.0005775195313617587|6.994733848841861e-05
51|Au petit-déjeuner, la mascotte JOKER ne tient pas en place sur sa chaise. Le père de famille pense qu'elle veut s'exprimer sur  le fait que les oranges utilisées dans la fabrication des jus de fruits JOKER sont issues de l'agriculture durable. Contre toute attente, le fils de la famille pense surtout que si la mascotte gesticule, c'est avant tout parce que son père lui écrase le pied.|False|32109|0.6346774101257324|0.0015334609197452664|0.01014519203454256|0.0032541491091251373|0.0006311112665571272|0.09248693287372589|0.01677301898598671|0.002521700691431761|0.01058370340615511|0.06874563544988632|0.0071085416711866856|0.003014493500813842
52|Des gens un peu perchés pensent accomplir de grandes choses pendant que d'autres les trouvent un peu idiots. Mais pour FANTA, ils apparaissent comme de véritables héros.|False|32624|0.0014255433343350887|0.0013533658348023891|0.002495158463716507|0.0056806388311088085|0.005977200344204903|0.001264515332877636|0.001938066678121686|0.001450626295991242|0.02052007056772709|0.0015291295712813735|0.0019770071376115084|0.002384710591286421
53|"Dans un restaurant, un mafieux se fait arrêter par la police alors qu'une jeune femme déambule en roller au milieu d'un tournoi d'échecs. Chacun déguste un SCHWEPPES et entonne dans la foulée un ""I like it like that""."|False|50256|0.00010820308671100065|0.0006741388933733106|0.0016045131487771869|0.00876601692289114|0.0032843921799212694|0.0016209050081670284|0.0016372856916859746|0.012605621479451656|0.017140062525868416|0.0001819851459003985|0.0007058766786940396|0.09696867316961288
54|"Film montrant des femmes dans leur quotidien, qui dorment dans le bus, au travail, ou auprès de leur bébé, mais qui restent forteS et ""invincibles"" face aux épreuves de tous les jours, grâce à CONTREX, leur partenaire qui rebooste leur corps."|False|15787|5.732125646318309e-05|0.00032473925966769457|0.00029439834179356694|0.005302174016833305|0.0023273322731256485|0.0001569617015775293|0.010466184467077255|0.00015380331024061888|0.006073715630918741|0.0014160162536427379|0.006766073871403933|5.938315734965727e-05
55|Tandis que fruits et humains se prélassent sur la plage de l'île Oasis, le redoutable Chris Passion vient plomber l'ambiance en dérobant le frigo rempli de leurs boissons préférées. Tous se lancent à ses trousses.|False|7441|0.0203155055642128|0.0075614252127707005|0.013806730508804321|0.010311253368854523|0.006041995249688625|0.001347351586446166|0.002169214189052582|0.007455294486135244|0.02953033521771431|0.0024328879080712795|0.0006302491528913379|0.0015111807733774185
56|"Dans le métro, une femme déguste un MAY TEA. Le temps de quelques secondes, les saveurs la transportent dans un monde parallèle, une sorte de forêt tropicale. Le ""voyage"" est de courte durée, elle ouvre les yeux et se trouve de nouveau dans le métro."|False|44152|5.592239904217422e-05|0.0020658259745687246|0.009331471286714077|0.34141844511032104|0.024431219324469566|0.019818179309368134|0.00051663484191522|0.3675180971622467|0.022636599838733673|5.459643580252305e-05|0.00021168403327465057|5.161734952707775e-05
57|Un homme en costume d'un certain âge boit une gorgée de VOLVIC. Concentré, il se prépare pour une journée particulière. Commencent alors deux monologues qui se croisent, l'un venant de l'homme qui nous fait part de son appréhension du regard des autres, l'autre du volcan ancestral dont est issue l'eau. Les images alternent de l'un à l'autre jusqu'à se fusionner, le volcan donnant suffisamment de courage à l'homme pour s'installer sereinement dans l'amphithéâtre d'une université.|False|24899|0.00013161620881874114|0.002832143334671855|0.0010947317350655794|0.0037696375511586666|0.003968179225921631|0.00026909905136562884|0.0028299582190811634|0.001244555925950408|0.0006472677341662347|0.00011195960541954264|0.0009702948736958206|0.00027280653011985123
58|Sur son smartphone, un jeune homme observe un autre homme qui préconise, afin de conserver un bon système immunitaire, d'utiliser des pierres. Mais le jeune homme préfère boire de la VITTEL + IMMUNITE dont la composition a non seulement un délicieux goût et qui, en outre, contribue également au maintien d'un bon système immunitaire.|False|47664|0.0004575206257868558|0.0018249866552650928|0.005604306701570749|0.002544853836297989|0.0026530418545007706|0.0003219990467187017|0.001007887884043157|0.04395461827516556|0.0010619314853101969|0.004456665366888046|0.002149732783436775|0.00029974221251904964
59|A Shanghai, dans sa chambre d'hôtel,  l'acteur Italien Pierfrancesco Favino, est pris d'une insomnie. Il descend au restaurant mais celui-ci s'avère être fermé. Dans les cuisines, après avoir bu un verre de SAN PELLEGRINO, il se met à cuisiner des pâtes.|False|848|0.0005302095087245107|0.0013189829187467694|0.004520491696894169|0.0044686878100037575|0.0024633232969790697|0.0009321917896158993|0.004882281646132469|0.018734317272901535|0.0037770105991512537|0.00041620375122874975|0.0010528736747801304|0.0002864257257897407
60|Pierre Papilaud, président de ROZANA, est interviewé au sujet de l'eau naturellement gazeuse ROZANA.|False|12522|0.0001030922940117307|0.008248908445239067|0.003286259016022086|0.0007512375013902783|0.0017667830688878894|0.00031477014999836683|0.0005970083875581622|0.001135941711254418|0.00012776551011484116|0.0002538988192100078|0.00027169042732566595|0.00011776502651628107
61|Deux copines sont installées sur des matelas gonflables dans une piscine, une citronnade à la main. Quand l'une d'elles y goûte, elle félicite son amie qui se vante de ne pas l'avoir faite. S'ensuit alors un dialogue complètement loufoque qui démontre bien la paresse des deux jeunes femmes.|False|15371|0.0005600137519650161|0.002064566593617201|0.0015002326108515263|0.002835299354046583|0.0014747863169759512|0.0017445387784391642|0.0022044533398002386|0.005689909216016531|0.012658430263400078|0.000255558465141803|0.00042712310096248984|0.0001494960451964289
62|"A flanc de montagne, un alpiniste nous présente une ""usine exceptionnelle"",  le Mont-Blanc, endroit où est ""fabriquée"" l'eau minérale naturelle MONT BLANC."|False|31706|0.00012671352305915207|0.047345202416181564|0.022079573944211006|0.002654396928846836|0.0034190283622592688|0.00023836008040234447|0.000486491626361385|0.0016815123381093144|0.00023700206656940281|0.00016844624769873917|0.00028027829830534756|0.00015798107779119164
63|Après le confinement, dans une colocation, des amis profitent du beau temps. Ils jouent et s'amusent tout en dégustant du LIPTON ICE TEA.|False|38357|0.000337330304319039|0.0035937936045229435|0.0006774574285373092|0.010587118566036224|0.001150778727605939|0.000993488123640418|0.012686130590736866|0.012524452991783619|0.9136171936988831|0.01255938969552517|0.00019557008636184037|5.601879456662573e-05
