|sequence|error|arcom_id|Recette|animaux|ruralité|bonne humeur|Famille|enfants|Danse|Saga|Mascotte|Paysage|parents|interpellation
10|Une maman à court d'idée pour le repas ouvre son congélateur qui donne directement sur une brasserie anglaise. Le barman lui propose un Fish and Chips. Au moment du déjeuner, la famille prend plaisir et savoure le poisson.|False|34018|0.018852567300200462|0.00010114059841725975|0.001736071310006082|0.06971485912799835|0.2932369112968445|0.004039437975734472|0.0033568718936294317|0.003129015676677227|0.0024081768933683634|0.0015395368682220578|0.018009668216109276|0.00017636794655118138
11|Lors d'un cours de sport, un coach sportif tente de motiver ses élèves afin de se dépasser lors de la séance. Cependant, lui aussi commençant à fatiguer, il décide de mettre fin au cours. Lorsque tout d'un coup, une femme, n'étant pas fatiguée et qui mangeait des amandes  ALMONDS CALIFORNIA, prend la relève afin de continuer le cours à la place du coach.|False|44086|0.001249091001227498|0.0002073718496831134|0.0005133699742145836|0.0015826871385797858|0.0008021297981031239|0.007513492368161678|0.0004970805021002889|0.0008053004858084023|0.0003237658238504082|0.0002950605994556099|0.0003364618169143796|0.00011487738083815202
12|Un MINI BABYBEL nous demande notre avis sur son champ où des vaches sont en train de paître.|False|1077|0.0008610631339251995|0.8992940187454224|0.8649634718894958|0.008477669209241867|0.006461013108491898|0.07185135781764984|0.004718495532870293|0.004663172177970409|0.03244823217391968|0.48078417778015137|0.001818149583414197|0.0003338211099617183
13|Séquences filmées sur un causse en Lozère, montrant un éleveur LOU PERAC et son troupeau de brebis en liberté. La voix de l'homme en off insiste sur l'aspect naturel de leur alimentation, garantie sans OGM.|False|39186|0.0020746763329952955|0.547114372253418|0.013493416830897331|9.510121162747964e-05|0.0009023394086398184|0.000140458345413208|0.0012424035230651498|0.0010114451870322227|0.0009318100055679679|0.0043428922072052956|0.00020876892085652798|9.05339329619892e-05
14|Gros plan sur l'élaboration d'une recette de pesto BARILLA.|False|27247|0.03259364888072014|0.000218529487028718|0.0019385332707315683|0.0007403283379971981|0.0028693077620118856|0.0005155415856279433|0.0009864913299679756|0.0009723934344947338|0.0006770874024368823|0.0002505107840988785|0.0005217822035774589|0.00014441194070968777
15|Le soir venu, dans un immeuble, une famille dîne tranquillement pendant qu'un groupe de colocataires, les voisins du dessus,  s'apprêtent à souper des petites briques LIEBIG en toute convivialité et dans une ambiance des plus joyeuse.|False|13342|0.0020284971687942743|0.00029075692873448133|0.00251916516572237|0.009189749136567116|0.2018112987279892|0.0008433148614130914|0.0033751539885997772|0.000765751872677356|0.0006432041991502047|0.003158954670652747|0.008134893141686916|0.00011705811630235985
16|Sur des séquences en gros plan montrant des éclats d'amande et du chocolat noir, une voix off énonce une ôde à cette subtile association pour un résultat irrésistible au goût et au visuel.|False|46686|0.019332507625222206|0.00014583482698071748|0.0016860140021890402|0.0028790056239813566|0.004999991040676832|0.00025911067496053874|0.0034161850344389677|0.0043607233092188835|0.0016078868648037314|0.004110170993953943|0.0010558486683294177|0.000294202211080119
17|Différentes personnes expliquent pourquoi elles boivent ACTIMEL au quotidien. Toutes ont des raisons bien différentes comme ses vitamines, son goût ou encore ses ferments L Casei.|False|47211|0.02383040264248848|0.0002813730970956385|0.00309290224686265|0.001485097105614841|0.0033547235652804375|0.00043221996747888625|0.002044335938990116|0.0033536513801664114|0.00031784738530404866|0.0007205308065749705|0.0006676072953268886|0.0005418349173851311
18|Dans la série des spots-excuses LA BOULANGERE, ici, face caméra et en extérieur, un homme s'adresse à sa compagne et lui promet d'être plus présent à ses côtés.|False|17454|0.0007481197244487703|0.00011937713134102523|0.001459579449146986|0.009857933036983013|0.017324497923254967|0.00023328547831624746|0.019340600818395615|0.0014529619365930557|0.0003773642238229513|0.0003465006302576512|0.0008314572041854262|0.00018675556930247694
19|Un petit garçon aide sa maman à donner le biberon à son petit-frère grâce à la nouvelle bouteille CANDIA.|False|35808|0.011094790883362293|0.001746184192597866|0.009519104845821857|0.026300497353076935|0.9624909162521362|0.9842508435249329|0.0033001117408275604|0.008763810619711876|0.005674433894455433|0.0010988169815391302|0.9076636433601379|5.0701881264103577e-05
20|Séquence de plans successifs évoquant le fait qu'avec les changements imposés par la crise sanitaire, il faut prendre soin de soi en consommant des yaourts ACTIVIA et ses 8 milliards de probiotiques.|False|39129|0.001961879897862673|0.0002088296168949455|0.00043326610466465354|0.00014781737991143018|0.0004965710104443133|0.00020052924810443074|0.00149461068212986|0.0009147239616140723|0.00013232065248303115|0.00010099453356815502|0.00037291087210178375|0.00014849513536319137
21|Des photos de vacances sont accrochées sur un frigo. Un gros plan est fait sur une photo d'un mini BABYBEL qui se prélasse dans un hamac sur une plage de rêve.|False|3523|0.00018506156629882753|0.006356996484100819|0.0005292622372508049|0.0003855055256281048|0.0007701892172917724|0.0033214425202459097|0.00038206466706469655|0.0002747619291767478|0.0015178218018263578|0.002924918429926038|0.0003683656977955252|5.4288640967570245e-05
22|Petit saut dans le temps, au Moyen Âge, deux hommes sont en train d'essayer de monter une catapulte en kit. Outils surdimensionnés, manuel de montage sur parchemin, les deux compères sont complètement dépassés et la tâche leur échappe totalement.|False|26348|0.0008618520223535597|9.571153350407258e-05|0.0015940457815304399|0.00017279763414990157|0.0005647631478495896|0.0013718465343117714|0.00254798773676157|0.00435243546962738|0.00022964768868405372|0.0013005888322368264|0.00027564523043110967|0.00010058548650704324
23|Jean Imbert, jeune chef cuisinier, fait découvrir à des passants des produits SOJASUN.|False|7759|0.023208606988191605|0.00023118770332075655|0.0031143571250140667|0.0038683474995195866|0.0017100482946261764|0.00018126679060515016|0.006495206151157618|0.003885570913553238|0.0007333096582442522|0.0013090200955048203|0.0005338159971870482|0.00039148886571638286
24|En plein cours de danse, des jeunes ballerines aperçoivent par la fenêtre LA LAITIERE qui confectionne la nouvelle mousse de riz au lait. Curieuses d'en connaître le goût, elles se rendent aussitôt chez elle pour en déguster. Mais alors qu'elles ont le dos tourné, elles retrouvent LA LAITIERE qui effectue le cours de danse classique à leur place.|False|41040|0.03533153608441353|0.005170213989913464|0.014991595409810543|0.009782259352505207|0.01367709320038557|0.03746562823653221|0.0500793494284153|0.0025151148438453674|0.0020037726499140263|0.0038433915469795465|0.0012994775315746665|0.00014892578474245965
25|Une machine à café TASSIMO Happy confectionne un café dont des paillettes de couleur or s'extirpent.|False|26413|0.03697306662797928|0.0010744360042735934|0.0027349793817847967|0.024772418662905693|0.011831840500235558|0.003676994936540723|0.009798528626561165|0.011584089137613773|0.018474774435162544|0.015138398855924606|0.003640958573669195|0.0010963602690026164
26|Saynètes dans laquelle une consommatrice s'interroge sur les courgettes du Mexique qu'elle vient d'acheter. Avec les soupes LIEBIG, inutile de se poser de question puisqu'elles sont cuisinées avec 100% de légumes français.|False|40848|0.016661563888192177|0.00010578884393908083|0.006579017266631126|0.00038200104609131813|0.00459915678948164|0.00017656244745012373|0.006607504095882177|0.0028464263305068016|0.0005650873645208776|0.0008017405634745955|0.00029957108199596405|0.0002161302836611867
27|Une prof de Fac demande à ses élèves la différence entre les deux os qu'elle a dessinés au tableau. Elle leur explique en faisant un graphique qu'à partir de 50 ans, la densité osseuse diminue chez la femme, elle leur conseille CALIN + pour un apport suffisant en calcium et lutter contre la perte de densité osseuse.|False|7498|0.00034081010380759835|0.00011272878327872604|0.00016527838306501508|6.931787356734276e-05|0.00028150674188509583|0.00016744999447837472|0.00027184549253433943|0.0002223522897111252|0.0001125624476117082|0.00016457424499094486|0.00015812327910680324|0.00010185122664552182
28|Une femme revient de courses et pose les sacs dans la cuisine en soupirant. Elle s'empare d'un paquet de PLAISIR BRUT qui dépasse de l'un d'entre eux, mange une poignée de graines et se met immédiatement à danser en improvisant une chorégraphie, une salade dans chaque main semblable à une pom-pom girl.|False|48074|0.0013873702846467495|0.0007976382621563971|0.008042540401220322|0.009308555163443089|0.004170184955000877|0.0007272805087268353|0.008865201845765114|0.0007235785014927387|0.0009866490727290511|0.002009393647313118|0.0006483548786491156|0.0001371326216030866
29|Lors d'une soirée mondaine et habillée, une jeune femme s'adresse à Miss Brown et lui donne son avis sur les différents invités. Elle lui conseille de rester éloignée de Carole, dévoreuse de chocolat. En fin de soirée, Miss Brown salue M&M'S rouge qui part main dans la main avec une Carole pressée de rejoindre sa voiture...|False|17552|0.0026520472019910812|0.07935092598199844|0.0031784987077116966|0.005416226573288441|0.005752643570303917|0.007619631942361593|0.0039049487095326185|0.0012884415918961167|0.015184298157691956|0.0005277441814541817|0.0014977267710492015|0.0002676888252608478
30|Alors qu'un éléphant barit et provoque une craquelure sur une surface en chocolat, des personnes dégustent avec gourmandise des carrés de différents chocolats COTE D'OR.|False|31712|0.010989045724272728|0.3161356449127197|0.011289422400295734|0.01007129531353712|0.006456438452005386|0.002094980562105775|0.006432178895920515|0.006775046698749065|0.009046003222465515|0.01206277497112751|0.0009960492607206106|0.0002409333101240918
31|Gros plan sur des paquets de sucre LIGNE de BEGHIN SAY.|False|436|0.0035035412292927504|0.0001519188517704606|0.0017157262191176414|0.003444643458351493|0.0010535502806305885|0.0012322423281148076|0.0007613059133291245|0.00211309059523046|0.00070744170807302|0.00019019692263100296|0.00040063829510472715|0.00013168789155315608
32|Sur les images d'exploitations agricoles, une fillette chante sa fierté d'avoir un père agriculteur, engagé dans le respect de la nature, le bien-être animal et la santé humaine. Un homme, en off, poursuit en nous disant que depuis plus d'une décennie, les agriculeurs se démènent afin d'améliorer la qualité de notre alimentation.|False|34494|0.0017098488751798868|0.0138474702835083|0.12158294022083282|0.0070500122383236885|0.021958090364933014|0.0150534613057971|0.004948325455188751|0.003077259287238121|0.002135309623554349|0.0051367455162107944|0.033041372895240784|6.041038068360649e-05
33|Alors que Gustav s'apprête à déguster une assiette remplie de KRISPROLLS, sa femme joue à colin-maillard en étant certaine qu'il joue avec elle. Tout à coup, celle-ci tombe à l'eau et en ressort trempée. C'est alors qu'elle s'aperçoit de la supercherie de son mari et le sermonne aussitôt.|False|17515|0.006489233113825321|0.0008997556287795305|0.001933057326823473|0.002697035437449813|0.00810578279197216|0.0010400444734841585|0.0037677104119211435|0.0032360325567424297|0.0012894886313006282|0.0014820273499935865|0.0019711984787136316|0.0015706777339801192
34|Durant la préparation du mariage de sa fille, un homme dégustant du BOURSIN est interrompu par la wedding planner paniquée que le groupe de musique ait annulé sa venue. La gourmandise empêchant le père de réfléchir à deux choses en même temps, la mariée se retrouve alors avec un groupe de métal pour l'ouverture du bal.|False|6427|0.001852555782534182|0.00023787001555319875|0.000929225527215749|0.002479494083672762|0.013140871189534664|0.00033752666786313057|0.001929104677401483|0.0012928356882184744|0.00045395552297122777|0.0006814873195253313|0.009676016867160797|0.0006441855221055448
35|Un homme fait appel à Hugo, une mésange, pour l'aider à parler du nouveau FRUIT D'OR. L'animal lui coupe régulièrement la parole afin de lui rappeler ce qu'il oublie de dire.|False|4|0.009368011727929115|0.05071772262454033|0.006387040950357914|0.0065513309091329575|0.003332934807986021|0.002620694926008582|0.0037263778503984213|0.005857489071786404|0.012588800862431526|0.0022624172270298004|0.0016456983285024762|0.00756427738815546
36|Au jardin, deux fillettes s'adressant à la caméra (et donc à leurs parents) interpellent au sujet de la provenance lointaine de la plupart des fruits, ne leur garantissant pas un très bon état, ce qui n'est pas le cas des yaourts aux fruits d'ici de DANONE, qui contiennent de bons fruits cultivés en France.|False|36013|0.006461003795266151|0.0002597091079223901|0.011277887038886547|0.0002826065756380558|0.005708905402570963|0.007979138754308224|0.001539115677587688|0.003152485005557537|0.0015640410128980875|0.00647384487092495|0.0021808717865496874|0.014490174129605293
37|Afin d'observer les effets des DELICHOC, un homme est mis dans diverses situations où le gâteau change totalement son jugement. Il se retrouve à faire du rodéo sans appréhension, puis à narguer un crocodile depuis un bateau à hélice.|False|10181|0.005854777526110411|0.11355065554380417|0.0014033865882083774|0.0005934716900810599|0.00034192585735581815|0.00020933736232109368|0.0022901641204953194|0.0020006485283374786|0.00021028589981142431|0.0009529911912977695|0.00019412270921748132|0.0002043565473286435
38|Dans la jungle, la nature majestueuse donne des fèves de cacao Trinitario qui se transforment en tablettes CÔTE D'OR BIO à déguster, à croquer et à cuisiner.|False|25432|0.020256532356142998|0.0019069272093474865|0.005263436120003462|0.00017201232549268752|0.0006016978877596557|0.0001249820925295353|0.006292650941759348|0.010933379642665386|0.000496226130053401|0.0025912541896104813|0.0003290737804491073|0.0001035043751471676
39|Sur un fond bleu, un biscuit GRANOLA EXTRA FIN tourne sur lui-même.|False|26641|0.006951307412236929|0.0002298583131050691|0.0011989801423624158|0.002706357976421714|0.0009375987574458122|0.00020765824592672288|0.003390277735888958|0.001762531464919448|0.0010718365665525198|0.012413298711180687|0.0002556412946432829|0.00010042151552625
40|Dans sa cuisine, un homme se prépare à donner à manger à son chat. Mais lorsque il ouvre son placard, celui-ci sursaute en y voyant son animal à l'intérieur qui était sur le comptoir quelques secondes auparavant. Après s'être calmé, le maître décide de donner à son chat les nouveaux filets tendres d'ULTIMA DELICIOUS pour chat, dont son animal semble déjà raffoler.|False|46181|0.01904532127082348|0.971449077129364|0.003027341328561306|0.017597464844584465|0.029558904469013214|0.0002841823152266443|0.005116825457662344|0.0032470705918967724|0.008559860289096832|0.0005859022494405508|0.001226913882419467|0.00013600663805846125
41|Images  commentées par une voix off d'enfant.  Une fillette, accompagnée de ses parents, déguste une crème brûlée dont l'un des composants est la vanille bio VAHINE;|False|35265|0.009186839684844017|0.0020503492560237646|0.0020453925244510174|0.0016230297042056918|0.004252456594258547|0.025072630494832993|0.0018854107474908233|0.0025390377268195152|0.0018643714720383286|0.000678208249155432|0.0020339074544608593|0.0001703242742223665
42|Dans des cuisines professionnelles, un apprenti demande à son chef quoi  mettre sur les tartes. Le chef étoilé Mathieu Viannay lui impose SECRET DE CREME et lui présente le produit.|False|36384|0.016219904646277428|0.00039153272518888116|0.0005679051973856986|0.00028837472200393677|0.0014201406156644225|0.0002033717028098181|0.0014264697674661875|0.0012830047635361552|0.000660624005831778|0.0003871234366670251|0.000510155688971281|0.00033348926808685064
43|"Pastiche de l'émission ""La France a un incroyable talent"", dans laquelle un carré de chocolat s'apprête à faire son numéro devant un jury composé de chocovores. A peine commence-t-il qu'il se fait buzzer. Sous la pression, le candidat fond et peut ainsi se faire aspirer par les cruels chocovores."|False|34321|0.001487488392740488|0.008198047988116741|0.0004551581514533609|0.01779264211654663|0.0013779737055301666|0.002138369018211961|0.0017031440511345863|0.0005881988327018917|0.001146439230069518|0.0002705166698433459|0.00036225022631697357|0.0029053306207060814
44|En ville, une femme déguste un biscuit LU puis se lève et marche avec des pots de fleurs à la main. Elle rejoint des centaines de personnes qui marchent toutes dans la même direction. Elles ont également toutes de quoi jardiner dans les bras. Cette foule a le même projet : réaliser un immense champ de verdure en pleine ville.|False|7874|0.002438371069729328|9.207427501678467e-05|0.0005679175956174731|0.0206585880368948|0.0036408451851457357|0.00020067232253495604|0.0030807058792561293|0.0014046372380107641|0.0010384510969743133|0.4671861231327057|0.0006206906982697546|5.0301994633628055e-05
45|Un homme mange pour la première fois un biscuit BELVITA pour le petit-déjeuner. Ce repas lui donne tellement d'énergie qu'il se met à chanter toutes ses actions nouvelles pour lui, comme faire son lit, la vaisselle, de la natation, jouer avec son chien ... et même tourner cette publicité.|False|5558|0.020334847271442413|0.03159768506884575|0.020330466330051422|0.7795509696006775|0.026027053594589233|0.00939601194113493|0.06312099099159241|0.015906354412436485|0.007411365397274494|0.0020663165487349033|0.004456817638128996|0.0008019080851227045
46|Un chat, le regard fixe, attend patiemment qu'une goutte d'eau tombe d'un robinet. Puis il entend qu'un sachet de WHISKAS vient d'être ouvert par sa maîtresse. Il se précipite aussitôt vers sa gamelle qu'il s'empresse de dévorer.|False|15885|0.008941048756241798|0.9725660085678101|0.02349616400897503|0.03975047543644905|0.01364436000585556|0.013991576619446278|0.017088696360588074|0.004738446790724993|0.08489792048931122|0.02199116349220276|0.005326352547854185|0.0019340415019541979
47|Dans le garage famillial, une maman entraîne d'autres mères à se mettre dans la peau de leur adolescent affamé après une journée de cours. Ainsi, nous les retrouvons une guitare électrique à la main, buvant un YOP pour retrouver de l'énergie et ainsi continuer les répétitions du groupe.|False|11030|0.001285102916881442|0.0001699920539977029|0.0003899674629792571|0.008354743011295795|0.38965699076652527|0.02937643602490425|0.0037795528769493103|0.0013167646247893572|0.000656718562822789|0.00016614615742582828|0.24555383622646332|8.64486864884384e-05
48|Sur une plage paradisiaque, une jeune surfeuse sort sensuellement de l'eau. Elle propose alors au chef des secouristes de se faire ensemble un petit CAPRICE. Etonné mais enchanté par la proposition, le chef envoie alors tout ses apprentis sauveteurs en exercice de pleine mer. Les deux tourtereaux partagent alors un CAPRICE DES DIEUX sur la plage.|False|9087|0.002891931449994445|0.031871043145656586|0.0030278796330094337|0.0199629794806242|0.004127795808017254|0.0017603532178327441|0.005579410586506128|0.006043184548616409|0.0015685801627114415|0.006303277797996998|0.0006993726128712296|0.00023548660101369023
49|Dans une ville de western, trois CANDY'UP sont poursuivis par un taureau. Lorsque tout d'un coup, une vache laitière les interpelle et leur propose du lait CANDIA. Après avoir bu le brevage, un des CANDY'UP a l'idée de faire tourner le taureau en bourrique à l'aide d'un chapeau de cow-boy rouge qu'ils font valser dans tous les sens, ce qui a pour effet de désorienter le taureau et de le mettre hors d'état de nuire.|False|44024|0.007326054852455854|0.5855070352554321|0.016199663281440735|0.004095934331417084|0.0008239233284257352|0.0017320639453828335|0.006260955706238747|0.0010840239701792598|0.0003635641769506037|0.00045430019963532686|0.0002915379009209573|0.010385947301983833
50|Quand une femme goûte au nouveau fouetté de beurre ELLE & VIRE, elle se retrouve transportée dans une prairie paisible avant de se faire sortir de son rêve par son fils qui l'interpelle.|False|37580|0.1895952969789505|0.00031905711512081325|0.2610439956188202|0.028323527425527573|0.13667237758636475|0.00733068585395813|0.01092576328665018|0.006257830187678337|0.000376659823814407|0.018019506707787514|0.2092648148536682|0.017619863152503967
51|Gros plan sur la préparation de Fajitas Original OLD EL PASO qu'une famille déguste ensuite.|False|18356|0.05721229687333107|0.00028396956622600555|0.0029227924533188343|0.000372780894394964|0.004569282755255699|0.0008074307115748525|0.0014938932145014405|0.0012016062391921878|0.0003421759174671024|0.00045096949907019734|0.0015712693566456437|0.00015579046157654375
52|Les ingrédients de la gammes façon glacier de CARTE D'OR prennent vie grâce aux mains d'un magicien qui les fait voler, s'éplucher, exploser aux moindres de ses gestes.|False|11974|0.017764825373888016|0.003432527184486389|0.001382805872708559|0.00564891891553998|0.0028599321376532316|0.0021272136364132166|0.013198764994740486|0.02400928921997547|0.0011028149165213108|0.007359707728028297|0.0009646036778576672|0.0010417699813842773
53|En pleine rue, un homme distribue des MENTOS à condition que les passants reproduisent les expressions faciales présentes sur les bonbons.|False|22677|0.033962432295084|0.0006246853736229241|0.00043541507329791784|0.13003329932689667|0.005874695722013712|0.020913921296596527|0.00716494582593441|0.004445694386959076|0.004416987765580416|0.001967117888852954|0.0010337604908272624|0.00088319560745731
54|Succession d'images de synthèse qui montrent l'évolution d'un pistachier en accéléré.|False|37554|0.0005823949468322098|0.00596868759021163|0.0004859697655774653|0.00020685387426055968|0.0004300260916352272|0.00036564411129802465|0.0013385263737291098|0.001520853373222053|0.0007150835590437055|0.0031159466598182917|0.0003209445858374238|0.0004402603080961853
55|Saynètes de rue par une journée de chaleur montrant des personnes sous l'effet d'un TIC TAC ressentant fraîcheur et bienveillance. Après avoir soufflé sur une vitre, chacun délivre un message écrit sur la buée sous lequel apparaît un TIC TAC personnifié dessiné.|False|46718|0.002917440142482519|0.0007215416408143938|0.009543299674987793|0.6746603846549988|0.0031273376662284136|0.001978897722437978|0.008283481933176517|0.01257072389125824|0.005598124116659164|0.03152681142091751|0.0010536687914282084|7.296348485397175e-05
56|Durant la préparation du mariage de sa fille, un homme dégustant du BOURSIN est interrompu par la wedding planner paniquée que le groupe de musique ait annulé sa venue. La gourmandise empêchant le père de réfléchir à deux choses en même temps, la mariée se retrouve alors avec un groupe de métal pour l'ouverture du bal.|False|576|0.001852555782534182|0.00023787001555319875|0.000929225527215749|0.002479494083672762|0.013140871189534664|0.00033752666786313057|0.001929104677401483|0.0012928356882184744|0.00045395552297122777|0.0006814873195253313|0.009676016867160797|0.0006441855221055448
57|Saynètes humoristiques mettant en scène des adolescents et leurs difficultés quotidiennes, sur une voix off qui slame les commentaires et qui invite les jeunes à rester au top grâce à YOP.|False|21633|0.0007795747369527817|0.00020264196791686118|0.0005596423870883882|0.8752518892288208|0.0006810755585320294|0.5058757066726685|0.004256968852132559|0.0051389955915510654|0.0018980454187840223|0.0009400647832080722|0.0002650465175975114|0.0010288647608831525
58|Céline, chef chez FLEURY MICHON, donne la recette du blanc de poulet FLEURY MICHON.|False|6941|0.21540482342243195|0.005460061598569155|0.00610548397526145|0.0015579110477119684|0.017544390633702278|0.0012524494668468833|0.002350159687921405|0.0034799929708242416|0.001682805479504168|0.0007498268387280405|0.0016575490590184927|0.0006281104870140553
59|Petit saut dans le temps, au Moyen Âge, deux hommes sont en train d'essayer de monter une catapulte en kit. Outils surdimensionnés, manuel de montage sur parchemin, les deux compères sont complètement dépassés et la tâche leur échappe totalement.|False|37828|0.0008618520223535597|9.571153350407258e-05|0.0015940457815304399|0.00017279763414990157|0.0005647631478495896|0.0013718465343117714|0.00254798773676157|0.00435243546962738|0.00022964768868405372|0.0013005888322368264|0.00027564523043110967|0.00010058548650704324
60|Les vaches normandes entre l'Elle et la Vire sont plus souvent en pleine nature que dans l'étable. C'est pourquoi la crème est si bonne !|False|25720|0.016373086720705032|0.6624580025672913|0.09054844826459885|0.0011028050212189555|0.0070718685165047646|0.0003497412835713476|0.003036519745364785|0.004020468331873417|0.006124670151621103|0.012486597523093224|0.0006593628786504269|0.0004291278310120106
61|Un soir d'hiver, un homme se rend chez une femme et lui offre un élégant coffret de chocolat FERRERO GOLDEN GALLERY.|False|19507|0.002424650127068162|5.6707907788222656e-05|0.000696527014952153|0.04857509583234787|0.044040337204933167|0.00012501826859079301|0.010213540866971016|0.004629808012396097|0.0005451393080875278|0.00018215762975160033|0.005345975048840046|7.194608042482287e-05
62|Une main projette des grains de poivre DUCROS en l'air. L'un des grains, telle une météorite, explose et laisse échapper du feu, comme pour évoquer l'intensité qu'il provoquerait en bouche,  puis d'autres explosions s'enchaînent. Un homme utilise le mouli|False|25792|0.004402010701596737|0.0016156370984390378|0.002574820537120104|0.0011583429295569658|0.002213353756815195|0.0011405398836359382|0.0027084359899163246|0.004677890799939632|0.001817594631575048|0.0050268336199223995|0.0012501850724220276|0.001253174152225256
63|Image mettant en scène un pique-nique à la fin du XIXe siècle où une maman donne un biscuit LU à sa fille. De nos jours, la dernière création de LU, le PETIT LU MOELLEUX, continue de se transmettre de mains en mains.|False|27992|0.0022007778752595186|0.003020311938598752|0.0018049480859190226|0.0007314322283491492|0.006978851743042469|0.004876062273979187|0.000627202563919127|0.0005004008417017758|0.0013417733134701848|0.00037209357833489776|0.00413220189511776|7.451326382579282e-05
64|Devant la caméra, un homme s'adresse à sa femme. Il s'excuse de ne pas faire la cuisine.|False|16620|0.0005137238767929375|0.00010132130410056561|0.0003284510166849941|0.0002686766965780407|0.004525814205408096|0.0001906847464852035|0.0005527101457118988|0.0003875387483276427|0.00026784109650179744|0.00023976150259841233|0.000744263525120914|0.00012656500621233135
