|sequence|error|arcom_id|Simplicité|convivialité|festif|amitié|Diététique|qualité|Origine|Naturel|sensation|savoir-faire|Nutrition|santé|rapidité|Goût|Gourmandise|snacking
10|"Des enfants dégustent leur CAPRI SUN que leur maman a pris soin de mettre dans leur goûter.Voix femme (1) : "" J'essaie toujours de faire au mieux pour mes enfants !
 
 (1) ... Et avec CAPRI SUN, ...
 (1) ... je suis sûre d'y arriver.
 (1) ... CAPRI SUN enchante les mamans et régale les enfants. """|False|830|0.01589864119887352|0.34545353055000305|0.06515414267778397|0.08273004740476608|0.4446013271808624|0.8295573592185974|0.08172525465488434|0.20693476498126984|0.03468630462884903|0.1962956339120865|0.8230919241905212|0.19763167202472687|0.0007994676707312465|0.9624409079551697|0.9425674676895142|0.005091661587357521
11|"Après le confinement, dans une colocation, des amis profitent du beau temps. Ils jouent et s'amusent tout en dégustant du LIPTON ICE TEA. Un habillage spécial indique que cette publicité est solidaire et les fonds récoltés permetteront de soutenir des projets étudiants à impact positif accompagnés par Enactus France.Voix homme : "" Au lieu de regarder cette pub pour LIPTON ICE TEA, ...
 
 ... et si vous sortiez avec vos amis !
 ... Déconnecter pour réellement connecter ...
 .... parce que les amis ...
 ... et LIPTON ICE TEA, c'est au soleil ...
 ... qu'on en profite le plus.
 
 ... Délicieusement rafraîchissant et gorgée de soleil.
 ... LIPTON ICE TEA, du soleil à partager. ""
 ... Et tout l'été, des sourires à partager en édition limitée. """|False|38425|0.08660974353551865|0.9934929013252258|0.8685078620910645|0.9927629232406616|0.25651755928993225|0.030095284804701805|0.003558071795850992|0.2046973705291748|0.0012698312057182193|0.0018979620654135942|0.00876870471984148|0.18049509823322296|0.0001461352949263528|0.09626136720180511|0.07821177691221237|0.0003443428431637585
12|"Devant un décor dessiné sur un carton représentant une plage, des mains s'amusent avec des canettes SMILEY FRUITY comme des marionnettes.Voix homme (1) : "" SMILEY FRUITY, la boisson qui fait ... ""
Voix homme (2) : "" Ah ah ah ah ah ! """|False|17336|0.048092085868120193|0.9134497046470642|0.8791977763175964|0.04879520460963249|0.1270405799150467|0.0759618878364563|0.12668626010417938|0.2947982847690582|0.08339429646730423|0.023069053888320923|0.007734379731118679|0.014915753155946732|0.0029129469767212868|0.28012168407440186|0.048335060477256775|0.0018552184337750077
13|"Dans un restaurant, une femme munie de baguettes se met à tapoter sur son verre, signe qu'elle s'apprête à faire un discours. Etonnamment, elle ne fait aucun discours mais se met à taper dans tout ce qu'elle trouve autour d'elle, notamment des bouteilles de BADOIT,  afin de reproduire la musique de la chanson ""Joyeux anniversaire"" qu'elle dédie à son père.Voix femme : "" BADOIT, source de joie. 
 ... Plus intense, plus pétillante, découvrez BADOIT ROUGE. """|False|17324|0.026564601808786392|0.9809604287147522|0.9780439734458923|0.14951960742473602|0.41119474172592163|0.6359558701515198|0.10142402350902557|0.06426481902599335|0.3549247682094574|0.15477877855300903|0.011035054922103882|0.03183406591415405|0.004209247417747974|0.28618255257606506|0.9291833639144897|0.0026637506671249866
14|"Sans respect pour sa fabrication, une femme boit à toute vitesse un thé PURE LEAF, qui a pourtant été élaboré dans la douceur et la tendresse et avec des ingrédients de qualité. 

.Voix homme : "" Quel scandale !
 ... Le thé glacé PURE LEAF est préparé ...
 ... avec un thé argentin bio, choisi pour sa douceur ...
 ... et c'est avec passion qu'il est infusé, ...
 ... puis marié à des saveurs de citrons de Sicile.
 ... Pour finalement être bu ...
 ... en 2 secondes. Quel scandale !
 ... Thé infusé glacé bio PURE LEAF, respect. """|False|26410|0.04653473198413849|0.06698442995548248|0.04595980793237686|0.046007148921489716|0.20984400808811188|0.4859974682331085|0.1563592553138733|0.2023489773273468|0.05585303530097008|0.18434318900108337|0.06877545267343521|0.14254309237003326|0.02769307605922222|0.1972513496875763|0.5026875138282776|0.00261187762953341
15|"Dans une entreprise, un homme se sert du sirop TEISSEIRE MIX & GO. Un collègue lui en demande, il lui en envoie. Mais ce dernier, pourtant muni d'un gant de base-ball, le rate et la dosette passe pas la fenêtre. Elle est rattrapée par une femme à l'aide de sa raquette de tennis. Elle se sert du sirop et la renvoie au loin. Cette fois-ci, elle est rattrapée par la passagère d'un cabriolet qui, à son tour, en verse dans sa bouteille.Voix homme (1) : "" Hey, par ici ! ""
 
 
 
 
 
 Voix homme (2) : "" TEISSEIRE MIX & GO, ...
 (2) ... emportez ce que vous aimez, c'est sans sucre ajouté. TEISSEIRE, et la vie a meilleur goût. """|False|9610|0.027883637696504593|0.33708876371383667|0.06264487653970718|0.006947794463485479|0.017467152327299118|0.09445483982563019|0.021982351318001747|0.02603965438902378|0.34985411167144775|0.02719455026090145|0.010138093493878841|0.05051957443356514|0.004215954337269068|0.6358541250228882|0.44153761863708496|0.00351359648630023
16|"Dans un bar, un homme commande un COCA COLA. Alors que la serveuse s'applique à lui servir avec une tranche de citron, le jeune homme lui fait remarquer qu'il s'agit seulement d'un COCA COLA. La jeune femme nie, et lui prouve à travers divers saynètes que le COCA COLA peut en dire long sur une situation.L'homme (1) : "" Un COCA COLA s'il vous plaît.
La serveuse (2) : "" Oui.
 
 
 
 
 
 (1) ... Excusez-moi, c'est juste un COCA COLA.
 (2) ... Ha non !  Ok. Regardez.
 
 (2) ... Là-bas, c'est un COCA COLA ""quelle chaleur !"".
 
 (2) ... Celui-là, c'est un COCA COLA ""Vas-y qu'est-ce que tu attends ?"".
 (1) ... Alors je peux avoir un ""Je suis très pressé.""
 (2) ... Vous êtes sûr ?! """|False|15349|0.01559518463909626|0.01725553162395954|0.012768260203301907|0.005725325550884008|0.010145715437829494|0.013863644562661648|0.010512595996260643|0.012650391086935997|0.01529084611684084|0.012122834101319313|0.008214225061237812|0.0125828692689538|0.009969530627131462|0.016060657799243927|0.02357926033437252|0.0034421170130372047
17|"Des enfants très actifs sportivement boivent FRUIT SHOOT de TEISSEIRE.Voix garçon : "" Avec FRUIT SHOOT de TEISSEIRE, on est toujours dans l'action.
 ... Au jus de fruit et sans colorant artificiel, ...
 
 ... c'est trop bon !
 ... FRUIT SHOOT de TEISSEIRE, le goût de l'aventure. """|False|18113|0.3862692713737488|0.662406325340271|0.709031343460083|0.0004591431934386492|0.1544218212366104|0.8036531805992126|0.06580640375614166|0.9221161603927612|0.8961769342422485|0.004767642356455326|0.1330775022506714|0.7966720461845398|0.07252761721611023|0.846825122833252|0.8480585217475891|0.0013621416874229908
18|"Une bouteille de jus d'orange INNOCENT est posée sur le plateau d'une balance. Onze belles oranges viennent tomber sur l'autre plateau, ce qui équilibre le poids.Voix femme : "" Bonjour !
 ...  Pour savoir ce qu'il y a dans ce jus pressé par INNOCENT, il suffit de compter ...
 ... Une, deux, trois, sept, neuf, dix, onze ... Onze belles oranges !
 ... Et rien d'autre ! Eh l'oiseau, j'ai dit rien d'autre.
 ... Le jus pressé par INNOCENT est au rayon frais, c'est évident, mais je préfère le dire.
 ... J'allais oublier de vous parler du jus ananas-fruit de la passion d'INNOCENT ! Merci l'oiseau ! """|False|2351|0.9731413125991821|0.8609904050827026|0.7368503212928772|0.5749008655548096|0.7293046712875366|0.8912816643714905|0.6227532029151917|0.8900948762893677|0.95889812707901|0.9536814093589783|0.7831467986106873|0.7992754578590393|0.04186514765024185|0.8809491395950317|0.9591911435127258|0.08103960752487183
19|"Un super héros CAPRI-SUN nous présente le nouveau sirop CAPRI-SUN multivitaminé qui transforme l'eau en un CAPRI-SUN frais et vitaminé.Le Capri-Sun : "" C'est nouveau !
 ... Le sirop CAPRI-SUN multivitamines !
 ... L'eau se transforme en CAPRI-SUN, frais et vitaminé !
 ... Ta daaa ! Ah ah !
 ... Nouveau ! Sirop CAPRI-SUN, riche en vitamines. """|False|45347|0.0027527271304279566|0.03430897742509842|0.33297428488731384|0.017332494258880615|0.36762839555740356|0.5127454400062561|0.04546709731221199|0.35949262976646423|0.9150460362434387|0.07312294095754623|0.9683220982551575|0.9495379328727722|0.0019546153489500284|0.5304177403450012|0.8619377613067627|0.007133046630769968
20|"La mascotte JOKER, tel un barman, met des oranges dans une noix de coco, puis la secoue. Elle l'ouvre puis laisse couler un bon jus JOKER avec 30% moins de sucre.Voix femme : "" JOKER invente le premier pur jus 30% moins sucré ...
 ... grâce à l'eau de coco.
 ... Et toujours le même goût.
 ... JOKER réveille le goût. """|False|21160|0.018848733976483345|0.5104833245277405|0.12381702661514282|0.025506502017378807|0.12996023893356323|0.7291236519813538|0.10345885902643204|0.6874346733093262|0.2535603940486908|0.31517961621284485|0.9178182482719421|0.6354773044586182|0.0009094531997106969|0.9889260530471802|0.9820424318313599|0.1212015151977539
21|"Dans un sous-marin avec des airs de comédie musicale, il est l'heure pour les marins de prendre l'apéritif. En dansant, ils s'attèlent tous à préparer gaiement une terrasse improvisée sur l'air de la chanson ""I like it like that"" afin de partager un verre de SCHWEPPES au milieu de l'océan.Voix femme : "" It's apéro time ! SCHWEPPES. """|False|45848|0.023339027538895607|0.9117360711097717|0.9277300238609314|0.03009113110601902|0.10803760588169098|0.028579138219356537|0.05149516463279724|0.017140306532382965|0.006889518816024065|0.07136700302362442|0.007936612702906132|0.06548644602298737|0.0025228247977793217|0.03247208520770073|0.03463513031601906|0.003100800095126033
22|"Une petite fille boit une gorgée de VOLVIC avant de s'endormir. Commencent alors deux monologues qui se croisent, l'un venant de la fillette qui nous fait part de ses frayeurs nocturnes, l'autre du volcan ancestral dont est issue l'eau. Les images alternent de l'un à l'autre jusqu'à se fusionner, le volcan donnant suffisamment de courage à la fillette pour qu'elle éteigne sereinement sa veilleuse.Voix homme (1) : "" Je suis un volcan de 3 millions d'années...
 
 La fillette(2) : "" J'ai 5 ans et demi.
 
 (1) ... Je n'ai jamais faibli.
 (2) ... Je n'ai jamais dormi dans le noir ...
 (2) ... mais ce soir ...
 (1) + (2) ... je suis courageux ! ""
 
 
 
 (2) ... Réveille ton volcan ! """|False|19833|0.003080573631450534|0.0018904984463006258|0.0063152010552585125|0.00221581500954926|0.013386103324592113|0.007421073969453573|0.022637097164988518|0.059014178812503815|0.039004020392894745|0.002494278596714139|0.0046395971439778805|0.005573935341089964|0.0010172291658818722|0.005026930011808872|0.01100320927798748|0.00031371857039630413
23|"Une pomme accrochée à un arbre s'intime de ne pas regarder en bas car elle a le vertige. Une mûre lui propose alors d'aller voir un ami hibou qui pratique l'hypnose. Les deux fruits finissent par tomber à l'eau quand une main les cueille pour en ressortir sous la forme d'une bouteille de jus O'VERGER.Voix homme (1) : "" OASIS présente...
Voix hommes (2) : "" O'VERGER ! ""
(1) ... l'eau complètement fruitée.
 La pomme (3) : "" Pas regarder en bas, pas regarder en bas, pas regarder en bas ...
 La mûre (4) : "" Hey ! Par rapport à votre vertige, vous avez essayé l'hypnose ? Parce que j'ai un ami hibou, il fait ça très très très bien.
 (3) ... pas regarder en bas, pas regarder en bas.
(4) ... Non ça pourrait peut-être vous aider hein parce que là c'est haut !
 (4) ... Vous êtes mal tombé !
(3) ... Aaaah pas tomber, pas tomber ! Pas regarder en bas, pas regarder en bas !
 
 (3 + 4) ... Aaaaah ! ""
 (1) ... Découvrez O'VERGER, une nouvelle eau complètement fruitée ...
 (1) ... avec juste le sucre des fruits. ""
La pomme (5) : "" Avec ""zuste"" le sucre des fruits. """|False|26234|0.5541958808898926|0.28433942794799805|0.5487092137336731|0.47836020588874817|0.6527546048164368|0.34485864639282227|0.397850900888443|0.8946764469146729|0.8588123321533203|0.12165247648954391|0.16226817667484283|0.8341637849807739|0.007006724365055561|0.816322922706604|0.8813452124595642|0.002660469152033329
24|"Le nouvel ambassadeur ST-YORRE Morgan Parra boit l'eau gazeuse lors d'une petite rencontre amicale matinale.Voix homme (1) : "" Oui, ST-YORRE.
 (1) ... Morgan Parra fait équipe avec ST-YORRE.
 (1) ... Quand dans l'effort il transpire, quand il se déshydrate, ...
 (1) ... quoi de mieux que ST-YORRE et tous ses minéraux !
 (1) ... Quelle eau en apporte autant ?!
 
 (1) ... ST-YORRE est d'une richesse minérale implaccable. ""
 Morgan Parra (2) : "" Avec ST-YORRE, ça va fort, très fort !
Les joueurs (3) : "" Ouaaaais ! "" 
 Voix homme (4) : "" Et pour faciliter la digestion, Morgan Parra boit de l'eau minérale. Il boit ST-YORRE. """|False|5246|0.00901730265468359|0.05203801020979881|0.01119300164282322|0.02502172254025936|0.01136251725256443|0.01137601025402546|0.008201547898352146|0.012921768240630627|0.009498613886535168|0.009426802396774292|0.013010242022573948|0.015688804909586906|0.004385531414300203|0.010656473226845264|0.007370792329311371|0.0026132850907742977
25|"A Vittel, en pleine forêt, parce que l'eau de la rivière que boivent les animaux est naturellement source de vitalité, un écureuil, prend son élan sur une branche et bondit si haut et si fort, qu'il arrive à ""dunker"" une noisette dans son nid.Voix homme : "" A Vittel, ...
 ... l'eau est source naturelle de vitalité ...
 ... depuis toujours. 
 
 
 
 
 
 
 ... C'est pour ça que depuis près de 30 ans, nous contribuons à protéger la source et la biodiversité. 
 ... VITTEL, source naturelle de vitalité. """|False|32777|0.03450686112046242|0.007493384648114443|0.01305028423666954|0.0021601710468530655|0.4981192350387573|0.03967327997088432|0.09231673926115036|0.760023832321167|0.026417793706059456|0.0038847995456308126|0.0023840575013309717|0.009771406650543213|0.001312416628934443|0.00490837637335062|0.00020898606453556567|0.000333926611347124
26|"Séquences se déroulant lors d'un grand championnat de e-sport commenté par des gamers connus. Alternant entre arêne dans laquelle jouent les compétiteurs, immersion dans le jeu montrant des détails du combat et plans révélant les réactions des spectateurs ou followers, le suspense est palpable. Alors que son personnage d'orque est à terre, sur le point de perdre la partie, une joueuse se désaltère d'un COCA COLA pour reprendre des forces. A peine le breuvage ingéré, le personnage retrouve également de l'énergie et se remettant sur pied, lachera son arme et ira aider tous les autres personnages battus.L'homme (1, en anglais) : "" Vous avez vu ça ? ""
 L'homme (2, en anglais) : "" Ils déposent les armes ! """|False|40087|0.0011096647940576077|0.0014844645047560334|0.0008733213180676103|0.0003305882855784148|0.0023918882943689823|0.0019143029348924756|0.006373832002282143|0.0015023122541606426|0.027566101402044296|0.0017628163332119584|0.0009797599632292986|0.0015391713241115212|0.0012070259544998407|0.0011161365546286106|0.0008918417734093964|0.0002726158418226987
27|"Dans un endroit paradisiaque, une jeune femme savoure un délicieux NESTEA. De sa chaise, elle aperçoit un bel éphèbe se frottant le torse avec une serviette tout en lui souriant. Malheureusement pour elle et dans la réalité, elle se trouve installée dans un bureau où ledit éphèbe n'est autre que son patron qui lui dépose un dossier sous les yeux en adoptant un air particulièrement antipathique à son égard.Voix femme : "" Détendez-vous et savourez un délicieux ... 
 ... NESTEA au goût naturellement raffraîchissant ...
 ... et faible en calories. 
 
 
 
 
 
 
 
 
 
 ... Et vous allez y prendre goût !
 
 
 ... NESTEA, ... 
 ... un goût de liberTEA ! """|False|7079|0.00372463115490973|0.8357593417167664|0.47436627745628357|0.25925469398498535|0.8424376249313354|0.9343236684799194|0.06200416386127472|0.9540359973907471|0.20215056836605072|0.09683563560247421|0.5809105038642883|0.2559471130371094|0.00044118426740169525|0.9819352626800537|0.970490038394928|0.058678627014160156
28|"Sous forme de dessin animé, un Romain annonce à Romulus que la ville de Rome sera terminée en une seule journée, sauf le Colisée car, malheureusement, il y'a une rupture de RED BULL. En off, un homme intervient pour confirmer que du fait de ce manquement, Rome n'a pu se faire en un jour.Le Romain (1) : "" Romulus ! Ta ville sera terminée en seulement un jour !
 Romulus (2) : "" Terminé ? Et mon Colisée, ...
 (2) ... ils ne l'auront jamais fini aujoud'hui ! ""
(1) ... Malheureusement, ...
 (1) ... on n'a plus de RED BULL... "" 
 Voix homme (3) : "" Et voilà pourquoi Rome ne s'est pas faite en un jour ! """|False|41691|0.012696199119091034|0.008027147501707077|0.011652238667011261|0.009705561213195324|0.040798645466566086|0.013589911162853241|0.02039348892867565|0.0038407384417951107|0.031376101076602936|0.015873579308390617|0.0025131874717772007|0.003525428008288145|0.010564356110990047|0.0057937041856348515|0.0037775987293571234|0.0015605436637997627
29|"En off, un homme identifie des personnes qui, par leur action, contribuent à colorer le monde. Comme un homme qui fait du karaoké, une femme âgée qui roule sur son chariot de courses ou encore des pompiers qui font de la corde à sauter.Voix homme : "" Lui, ...
 ... eux, ...
 ... et lui ...
 ... et cette reine de la glisse.
 ... Pour FANTA, ...
 ... ce sont eux qui colorent le monde.
 ... Nous avons besoin de plus de gens comme eux ...
 ... pour que le monde soit un peu moins gris. """|False|45200|0.025189008563756943|0.08790677040815353|0.33422020077705383|0.045135222375392914|0.0581805594265461|0.04269122704863548|0.026353126391768456|0.2533290684223175|0.03577796369791031|0.01770387403666973|0.007095993496477604|0.009528755210340023|0.004473816603422165|0.012934071011841297|0.006079521030187607|0.0033038491383194923
30|"Sur un balcon, une jeune femme se verse un verre de TROPICANA. Dès la première goutte au fond du verre, son environnement est envahi de cagettes remplies d'oranges, la transportant finalement au milieu d'étals de fruits frais.Voix femme : "" Chaque goutte de TROPICANA ...
 ... ne contient que des fruits pressés.
 ... Sans sucre ajouté pour bien démarrer la journée.
 ... TROPICANA, des fruits pressés riches en vitamine C. """|False|31075|0.437513142824173|0.17935127019882202|0.2518499791622162|0.001868830295279622|0.7433666586875916|0.9183275103569031|0.21353287994861603|0.940403401851654|0.8757105469703674|0.01620953157544136|0.9664303064346313|0.915579080581665|0.005484148859977722|0.9487485885620117|0.9389150738716125|0.006234159227460623
31|"Le nouveau COCA-COLA zéro sucres crée une agréable surprise au goûter : il est encore meilleur !Voix femme (1) : "" Découvrez le nouveau COCA-COLA ZERO SUCRE et son goût encore meilleur.
 (1) ... Encore plus le goût de COCA-COLA.
 (1) ... Toujours zéro sucre. ""
 Voix mixtes (2 chanté) : "" Savoure l'instant ! """|False|13323|0.005027562379837036|0.009081793949007988|0.019813844934105873|0.000586613139603287|0.008321072906255722|0.18108990788459778|0.028433430939912796|0.02268664538860321|0.3954252600669861|0.015237383544445038|0.24538977444171906|0.07142992317676544|0.0006149029941298068|0.9577668309211731|0.9028491377830505|0.009058814495801926
32|"Au petit-déjeuner, la mascotte JOKER, une loupe à la main, suit avec insistance le verre de jus d'orange du père de famille. Agacé, ce dernier remet les points sur les ""i"" en indiquant qu'effectivement il n'y a que du fruit dans JOKER. Il confisque la loupe, mais la mascotte a une autre corde à son arc puisqu'il sort une paire de jumelles pour vérifier le verre de jus d'orange de l'adolescent désinvolte.L'homme (1) : "" Bon, je crois qu'on a tous compris qu'il n'y a que du fruit dans JOKER.
 (1) ... Tu ne vas pas vérifier tous les matins ! ""
 
 
 Le jeune (2) : "" Ben quoi ? T'as jamais vu un beau gosse ?! ""
 Voix femme (3) : "" Pour bien réveiller le goût, le PUR JUS de JOKER, c'est du fruit, et rien que du fruit !  
 (3) ... Et en ce moment 40 centimes de réduction immédiate sur votre pur jus d'orange. ""
 Voix femme (chanté 4) : "" JOKER réveille le goût ! """|False|12065|0.2080196589231491|0.9124221801757812|0.5899617075920105|0.07179009169340134|0.3606364130973816|0.8418096899986267|0.12717904150485992|0.8458462357521057|0.30328652262687683|0.19188030064105988|0.6824497580528259|0.6909141540527344|0.0025721522979438305|0.9565222263336182|0.9397317171096802|0.010662468150258064
